proyecto,barrio_colonia,ciudad,unidad,tipo,tipologia,recamaras,alberca,superficie_m2,precio,moneda,estado,piso,fecha_revision,url_drive
CENTRAL PARK II,Little Italy,Playa del Carmen,01,,,,,48.71,3300000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,02,,,,,48.71,3098729.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,48,,,,,48.71,3339250.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,46,,,,,46.48,3411450.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,51,,,,,,3988271.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,201,,,,,54.58,3700250.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,203,,,,,52.35,3880750.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,204,,,,,52.35,3880750.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,205,,,,,96.19,7278470.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,206,,,,,96.19,7524000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,304,,,,,51.49,3952950.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,306,,,,,58.74,4560000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,402,,,,,54.58,4195200.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,504,,,,,,4313950.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,505,,,,,66.65,5509373.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,506,,,,,58.74,5101272.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
CENTRAL PARK II,Little Italy,Playa del Carmen,507,,,,,58.74,5101272.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1pCDI1tHjHiTrkdnLWI1dLc5JUcWK8BIG
THE FIVES DOWNTOWN,Center,Playa del Carmen,95,,,,,,189000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,94,,,,,,165000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,149,,,,,,149000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,219,,,,,,219000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,201,LOFT,LOFT,1,,,193000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,203,LOFT,LOFT,1,,,195000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,221,LOFT,LOFT,1,,,221000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,202,,,,,,193000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,204,,,,,,195000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,249,,,,,,249000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,309,,,,,,309000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,301,,,,,,179000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,239,LOFT,LOFT,1,,,239000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,235,LOFT,LOFT,1,,,235000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,179,,,,,,179000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,306,,,,,,179000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,269,,,,,,269000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,209,ESTUDIO,ESTUDIO,0,,,159000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,215,ESTUDIO,ESTUDIO,0,,,159000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,115,ESTUDIO,ESTUDIO,0,,,175000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,217,ESTUDIO,ESTUDIO,0,,,175000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,407,ESTUDIO,ESTUDIO,0,,,189000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,218,ESTUDIO,ESTUDIO,0,,,191000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,303,ESTUDIO,ESTUDIO,0,,,195000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,305,ESTUDIO,ESTUDIO,0,,,195000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,322,ESTUDIO,ESTUDIO,0,,,199000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,123,ESTUDIO,ESTUDIO,0,,,215000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,113,ESTUDIO,ESTUDIO,0,,,225000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,304,,,,,,269000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,423,,,,,,299000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,497,,,,,,315000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,412,,,,,,330000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,106,,,,,,389000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,206,,,,,,459000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
THE FIVES DOWNTOWN,Center,Playa del Carmen,417,,,,,,899000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1dVqYOnDpSoGyxWYjvEKi9tO40AKOZ70T
ALIZEE TOWER,Coco beach,Playa del Carmen,305,,,,,500.0,172500.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1Tp8joK5KP7iNbY8frceOxM70y0H4Nd4A?hl=es-419
ALIZEE TOWER,Coco beach,Playa del Carmen,403,,,,,,180000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1Tp8joK5KP7iNbY8frceOxM70y0H4Nd4A?hl=es-419
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,415,,,,,,415000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,399,,,,,,399000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,385,,,,,,385000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,409,,,,,,409000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,411,2 REC,2 REC,2,,,411000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,421,,,,,,421000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,245,1 REC,1 REC,1,,,245000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,250,,,,,,250000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
DISTRITO XCALACOCO,Zona Diamante,Playa del Carmen,253,,,,,,253000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1C7kh43US-Qxy3sG4wLeWKx3GIrHJvBAo?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0101,,,,,,239000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0212,,,,,,265000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1803,,,,,,262000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,2112,,,,,,265000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9010,,,,,,269000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9211,,,,,,282000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9005,,,,,,292000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1724,,,,,,302000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1811,,,,,,305000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9009,,,,,,312000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,2114,,,,,,315000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9109,,,,,,325000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0203,,,,,,325000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,2124,,,,,,339000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0207,,,,,,345000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0110,,,,,,359000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,0208,,,,,,360000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1537,PENTHOUSE,PENTHOUSE,,,,376000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1837,PENTHOUSE,PENTHOUSE,,,,385000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9305,PENTHOUSE,PENTHOUSE,,,,385000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1631,PENTHOUSE,PENTHOUSE,,,,409000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1637,PENTHOUSE,PENTHOUSE,,,,469000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,414,,,,,,419000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1114,,,,,,475000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,711,,,,,,435000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1722,,,,,,449000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,201,,,,,,475000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1506,,,,,,485000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1516,,,,,,485000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,113,,,,,,495000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1522,,,,,,505000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1536,PENTHOUSE,PENTHOUSE,,,,515000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1606,,,,,,525000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,2125,,,,,,535000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1706,,,,,,564000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,114,,,,,,570000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1732,PENTHOUSE,PENTHOUSE,,,,571000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,513,,,,,,585000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9102,,,,,,320000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,511,,,,,,585000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1832,PENTHOUSE,PENTHOUSE,,,,585000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1221,PENTHOUSE,PENTHOUSE,,,,591000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,924,PENTHOUSE,PENTHOUSE,,,,615000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,121,PENTHOUSE,PENTHOUSE,,,,625000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,9307,PENTHOUSE,PENTHOUSE,,,,630000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1815,,,,,,639000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,412,,,,,,710000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1515,,,,,,599000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1422,PENTHOUSE,PENTHOUSE,,,,609000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1735,PENTHOUSE,PENTHOUSE,,,,629000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,421,PENTHOUSE,PENTHOUSE,,,,677000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,1505,,,,,,687000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
THE FIVES BEACH,Zona Diamante,Playa del Carmen,522,PENTHOUSE,PENTHOUSE,,,,869000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1k3Dy0teJWnaw4V8aMvUKNkUSayswYRYa?usp=share_link
BOTANICA,PM,Puerto Morelos,58,,,,,58.94,5729153.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,49,,,,,49.74,4715398.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,54,,,,,54.2,5716777.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
BOTANICA,PM,Puerto Morelos,100,,,,,100.71,10681683.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1-atUP8oP063EGGjSP2Cd4LuNuXzXWZz5
