proyecto,barrio_colonia,ciudad,unidad,tipo,tipologia,recamaras,alberca,superficie_m2,precio,moneda,estado,piso,fecha_revision,url_drive
MAYALIAH,Aldea Zama,Tulum,30,2 REC,2 REC,2,,91.17,9958032.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,31,1 REC,1 REC,1,,59.52,7138357.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,32,ESTUDIO,ESTUDIO,0,,41.17,5568029.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,33,2 REC,2 REC,2,,104.53,11786626.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,37,2 REC,2 REC,2,,91.09,7787049.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,38,ESTUDIO,ESTUDIO,0,,41.66,4493497.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,39,ESTUDIO,ESTUDIO,0,,41.4,4447792.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,40,1 REC,1 REC,1,,58.84,5498633.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,41,ESTUDIO,ESTUDIO,0,,41.12,4416425.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,42,ESTUDIO,ESTUDIO,0,,41.17,4422698.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,43,ESTUDIO,ESTUDIO,0,,40.95,4421802.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,44,ESTUDIO,ESTUDIO,0,,41.17,4421802.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,49,ESTUDIO,ESTUDIO,0,,41.17,4501563.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,51,1 REC,1 REC,1,,,467000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,52,ESTUDIO,ESTUDIO,0,,41.17,6135310.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,53,1 REC,1 REC,1,,59.07,7780554.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,54,2 REC,2 REC,2,,91.17,10711800.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,55,ESTUDIO,ESTUDIO,0,,41.66,6239537.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,56,ESTUDIO,ESTUDIO,0,,41.4,6163040.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,59,ESTUDIO,ESTUDIO,0,,41.21,6140091.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,61,ESTUDIO,ESTUDIO,0,,40.95,6163996.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,62,ESTUDIO,ESTUDIO,0,,41.43,6167821.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,63,2 REC,2 REC,2,,91.17,10711800.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,64,1 REC,1 REC,1,,59.17,7872861.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,65,ESTUDIO,ESTUDIO,0,,41.17,6163040.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,66,2 REC,2 REC,2,,104.4,12680973.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,71,ESTUDIO,ESTUDIO,0,,42.75,6266311.0,USD,APARTADA,PB,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,72,ESTUDIO,ESTUDIO,0,,53.54,7436716.0,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,74,2 REC,2 REC,2,,98.09,12910918.0,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,75,ESTUDIO,ESTUDIO,0,,41.66,5639724.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,76,ESTUDIO,ESTUDIO,0,,41.17,5542040.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,77,ESTUDIO,ESTUDIO,0,,40.95,5542936.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,78,ESTUDIO,ESTUDIO,0,,40.95,5542936.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,79,1 REC,1 REC,1,,59.26,7072299.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,80,2 REC,2 REC,2,,90.82,9895940.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,83,ESTUDIO,ESTUDIO,0,,41.85,4422698.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,87,2 REC,2 REC,2,,91.18,7746690.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,93,1 REC,1 REC,1,,59.26,7774280.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,94,2 REC,2 REC,2,,91.27,10668319.0,USD,APARTADA,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
MAYALIAH,Aldea Zama,Tulum,95,2 REC,2 REC,2,,98.66,8582417.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
ATTHA HOLISTIKA,Holistika,Tulum,489,1 REC,1 REC,1,,,489000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,169,,,,,,169000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,309,,,,,,309000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,600,PENTHOUSE,PENTHOUSE,1,,,8600000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,800,,,,,,8800000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,161,,,,,,8600000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ATTHA HOLISTIKA,Holistika,Tulum,52,,,,,,4100000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1ivu2J3GER72K5FGOuwG1o4-K0PI55cYa?usp=sharing
ELYSIUM,Zona Esmeralda,Playa del Carmen,201,ESTUDIO,ESTUDIO,0,,,4989115.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,202,ESTUDIO,ESTUDIO,0,,,4162212.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,203,ESTUDIO,ESTUDIO,0,,,4781426.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,205,ESTUDIO,ESTUDIO,0,,,4142865.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,301,ESTUDIO,ESTUDIO,0,,,5146625.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,401,ESTUDIO,ESTUDIO,0,,,6064135.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,501,ESTUDIO,ESTUDIO,0,,,6066225.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,601,ESTUDIO,ESTUDIO,0,,,10178300.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
ELYSIUM,Zona Esmeralda,Playa del Carmen,602,ESTUDIO,ESTUDIO,0,,,9002675.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1uVxBSZj9jaG9bZxZQ2_Bn8hOpZfAcvvW
FABULA,Tulum Downtown,Tulum,30,,,,,,5967000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,790,,,,,,1790100.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,40,,,,,,5847660.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,339,,,,,,2339064.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,90,,,,,,5668650.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,101,,,,,,5101785.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,60,,,,,,63627.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,48,,,,,,76116.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,36,,,,,,96929.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,24,,,,,,138557.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,12,,,,,,263439.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,967,,,,,,5967000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,983,,,,,,2983500.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,497,,,,,,1497600.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,956,,,,,,1956864.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,268,,,,,,4268160.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,992,,,,,,4992000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,496,,,,,,2496000.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,847,,,,,,5847660.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,668,,,,,,5668650.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,50,,,,,,76116.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,892,,,,,,4892160.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
FABULA,Tulum Downtown,Tulum,742,,,,,,4742400.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12AH0uwFVrODDsH3PmJoo1HhvcEirEZi9
KIWIK,Tulum Downtown,Tulum,447,,,,,,1447861.8,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,20,,,,,,3600000.0,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,87,,,,,71.8,8470816.2,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,85,,,,,432.4,8205951.6,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,77,,,,,91.2,10797091.2,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,75,,,,,350.25,8703350.25,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,10,,,,,350.25,8703350.25,USD,DISPONIBLE,PB,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,11,,,,,67.95,6348067.95,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,12,,,,,67.95,6348067.95,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,13,,,,,67.95,6348067.95,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,14,,,,,244.0,5849806.2,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,15,,,,,153.0,5215510.65,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,16,,,,,153.0,5215510.65,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,17,,,,,450.4,5022813.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,19,,,,,,4828744.2,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,21,,,,,459.15,5664459.15,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,22,,,,,459.15,5664459.15,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,24,,,,,136.0,6422136.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,25,,,,,92.8,4472092.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,26,,,,,456.0,5131828.8,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
KIWIK,Tulum Downtown,Tulum,27,,,,,217.6,5189217.6,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1mD-4Zfjf1LCw1ooLLswYH4YfTqt_2M9R
SERENADA,Little Italy,Playa del Carmen,108,,,,,,524895.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,112,,,,,,624645.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,209,,,,,,524895.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,312,,,,,,650500.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,402,,,,,,465316.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,409,,,,,,561645.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,411,,,,,,561645.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SERENADA,Little Italy,Playa del Carmen,503,,,,,,614145.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
SAGRAD HA,Zona Arqueológica,Tulum,101,,,,,70.4,5189680.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,102,,,,,70.4,5761880.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,201,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,202,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,103,,,,,70.4,5168780.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,104,,,,,70.4,6019200.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,203,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,204,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,105,,,,,70.4,5668080.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,106,,,,,70.4,4875040.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,205,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
SAGRAD HA,Zona Arqueológica,Tulum,206,,,,,132.89,9573584.0,MXN,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
ATHARA,Region 15,Tulum,255,,,,,,255000.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1TNRcBJqsm9Gldyf0n-8AA6OwIdtP6Fiw
ATHARA,Region 15,Tulum,295,,,,,,295000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1TNRcBJqsm9Gldyf0n-8AA6OwIdtP6Fiw
ATHARA,Region 15,Tulum,110,3 REC,3 REC,3,,110.67,295000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1TNRcBJqsm9Gldyf0n-8AA6OwIdtP6Fiw
ATHARA,Region 15,Tulum,89,2 REC,2 REC,2,,89.03,255000.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1TNRcBJqsm9Gldyf0n-8AA6OwIdtP6Fiw
EDEN,Little Italy,Playa del Carmen,80,,,,,80.77,58347.0,USD,VENDIDA,PB,2026-03-17,https://drive.google.com/drive/folders/1Py_Cr_Tmn7TIc6R3yOdsZtvVdeo4js8d
EDEN,Little Italy,Playa del Carmen,82,,,,,82.66,67729.0,USD,DISPONIBLE,,2026-03-17,https://drive.google.com/drive/folders/1Py_Cr_Tmn7TIc6R3yOdsZtvVdeo4js8d
EDEN,Little Italy,Playa del Carmen,54,,,,,54.74,65789.0,USD,VENDIDA,,2026-03-17,https://drive.google.com/drive/folders/1Py_Cr_Tmn7TIc6R3yOdsZtvVdeo4js8d
