nombre_proyecto,desarrolladora,ciudad,estado_republica,zona,tipo_desarrollo,tipo_unidades,rango_precios,num_unidades,fecha_entrega_estimada,etapa,url_fuente,portal_fuente,fecha_deteccion,notas
Manilka,Asha RealtySofia Yamamoto,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,37,"Sep, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D050458,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1IApqO79pBQ3eqC57RLFVC5VvEzuHcr-H
Manta,Manta Style LivingLaura Torres,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,6,"Aug, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D033030,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1cOlqF1Wxf7GzZlyb6vjMjQl6k7656jVg
Manzana 137,Almagi Capital InmobiliarioAlan Lopez Villegas,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,6,,Preventa,https://theredsearch.com/listings/?codigo=CU155D051200,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/14QU2ty4U0p3Fo4nvv--VJ5Y8JX4cBEmr
Mar Bello,NEW MERIDARosa Elena Alvarez,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,59,,Preventa,https://theredsearch.com/listings/?codigo=CU155D053456,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1btRnWHUvIlwNmbpt2KH80Le0q6Tc-SbH?usp=sharing
Mar De Miel,Concepto Master BrokerRosy Aguilar,,,San CrisantoCosta Yucateca,Residencial,Departamentos,,3,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D041357,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Mar y Miel,Sur Selecto Real EstateNicolas Morini,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,3,"Sep, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D019226,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1eu-Z7qnG-pMg-PUmB6LcBVZ9neemH4Z3
Maranta,Lagence by Los SociosAntoine Menudier,Tulum,Quintana Roo,Soliman Bay,Residencial,Departamentos,,11,"Aug, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D052998,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1hGBOGZfYXEXy-TTG_rZ0gxwajXZvOE8u
Mareah,Asha RealtySofia Yamamoto,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,6,,Preventa,https://theredsearch.com/listings/?codigo=CU155D045038,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1zfw_bR7v0PMzJAjL46PhYwMPI-FDPMcb
Mareazul,Mareazul Real EstateJaime Santos,Playa del Carmen,Quintana Roo,Corasol,Residencial,Departamentos,,5,"Dec, 2020",Preventa,https://theredsearch.com/listings/?codigo=CU155D000454,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1KvLmuj_0-KbCWVymjfm6QJeqbeFj_51Y
Marento,Trabe DesarrollosReyna Herrera,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,156,"Jul, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D051155,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1aAvOP68-82gp-rwJ5WtgLpFBRzmJGFEB
Maresia Mayakoba,Mayakoba Real EstateKarla  Nava,Playa del Carmen,Quintana Roo,Mayakoba,Residencial,Departamentos,,13,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029187,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1hyqGYBUPXjIItNJSdwmYd3ycUzrAV0aU
Maresol,Simcamartin barroso,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,48,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D040027,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/12yciY02hANBw9m6bk80IeA9pLeAyNZtt
Margaritas 190,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,2,"Jun, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D035490,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Maria Tulum,Marena Real EstateRaúl Alcocer,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,17,"Jun, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D020245,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Qne4Dv2gWI9NlXC_RcFhbvuQE0lIGdYg
Marila,Simcamartin barroso,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,6,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D020337,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1iP7Qeq2sYPf1sTOs85OHs3wNpGqFaWtk
Marina Aqua,Grupo AquaKawtar Realty,,,PA Gran MarinaPuerto Aventuras,Residencial,Departamentos,,8,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D039578,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1E77lCma3v5VCEQ0NANpZBgin5W4FO49R
Marzela,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,236,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D042113,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Mathea Temozon,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,7,"Oct, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D039016,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Mayab Tulum,LOAM DesarrollosSebastian Milan,Tulum,Quintana Roo,South,Residencial,Departamentos,,25,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D046249,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1gES3waYPd7K_wEoTIRam-DId6Ik4A4aq
Mayakaan,Mayakaan,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,16,"Jul, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D026759,TheRedSearch,2026-03-13,Info: https://drive.google.com/file/d/1EesJWqFnqQrgthovI9CAIxnwJbfhjqZg/view
Mayaliah,Inmobilia MX,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,49,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D021759,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1qM9vhPf4ClM9ZRRwqz81PxpawoyUpdWS
Menesse casa leon,Menesse CondosLucia Estrada,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,32,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D030630,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1KYpu2gVQLZMR8vV8MB8f6ndW9TuNJvMu
Menesse coba,Menesse CondosLucia Estrada,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,35,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D030082,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1QTdlJOegC5jv8uaLV1Ty15BOtXhUoTJs
Menesse Cocobeach 2,Menesse Condos,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,6,"Mar, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029425,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-14Nojx-tOYynD9yKMfwspaI1NDGo4GT
Menesse Cocobeach 3,Menesse Condos,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,8,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D032964,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1--biL48pGQOmGkz_8HlZYnuYck-FbZ5g
Menesse Cocobeach 4,Menesse Condos,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,29,"Feb, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D036891,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-P0MeuNSiEyKldhBhJHeYKADUVoTz-wJ
Menesse Kukulkan,Menesse CondosLucia Estrada,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,18,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D028655,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QKm1N0h1hgJXbCXXNGXdqYPwJR5IwmR7
Menesse Life,Menesse Condos,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,20,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D037556,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-12iw9bXCnSV0-9bW2UySueyYiosW0Hj
Menesse Sea Tower,Menesse Condos,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,3,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D028276,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-DnbTlzjQLJ4fLGyXNIYHSKgd5WX22OU
Menesse Zoi,Menesse Condos,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,23,"Feb, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D045892,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1F1XzSHvhue7X7JwvbS95hgtrsjFaSweB
Menoto 10,Highline MexicoPablo Andres Fernandez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,10,"Sep, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D054236,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/19BUr4nGShbUnw8SV78JEPmFPk28pJCKR
Meraki,Remax Signature by REMAX CollectionMiguel Mata,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,7,"Nov, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028533,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1OgBSZBvlJYdoD6yky4OWwy9Yz_eg86xM
Mestiza 15,Mestiza GroupArlina Gutierrez,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,50,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D039382,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Gt5dFq8A--C2c2yBchbG_n5yqs7unAh6
Miramare,Enzueno RealtyMichelle Romero Gonzalez,,,"PM, South BeachesPuerto Morelos",Residencial,Departamentos,,24,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D044921,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1XmdgF3e9jKLaYJwfRl3L1P_dVSQ3iNQT
MIRÓ (Temozon Norte),Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,7,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D038459,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Mirval Tulum,T Group Real EstatePablo Gimenez,Tulum,Quintana Roo,Region 8,Residencial,Departamentos,,19,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D032835,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1qrWgcz_lS2TRf8ZJB9zg9RuFqoY0Tn8f
Mis Ojos Komchen,DCI de la penínsulaDiana Rodas,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,14,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D039491,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1G7icpvxyM75LKq0UQo6BkXyJ8i6VfwCW
Mistiq Premium,Mistiq tulumRogelio Roca Oropeza,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,24,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D028619,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1GQMYHBJXkRGkNAWotR-WCcM1Sez2__Au
Mistiq villas,Mistiq tulumRogelio Roca Oropeza,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,7,"Oct, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D028500,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1fUTXd5q52nXjqnFSyeE_2wtqsuqm-puO
Mizu by Areia,Azaola Investment HubAlejandro Azaola,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,8,"Sep, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D040817,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/16qVAPqDaszjei0yJ2sxAwI0oPFdwnHSZ
Mocca Tulum,The Real Estate GroupPamela Linares,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,3,"Jul, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049911,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1KJEgtsFZmCwvJoAI1sb3E8P264dOgAcs
Mona vie,Mona DevelopmentsAldo Meade,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,4,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D033785,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1qI1gEPPixl-gg6Y4CcAwzxMJ2H5KKO0t
Monarca,Dreambuilt Luxury Real EstateFrancisco Reyna,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,12,"Nov, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028559,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1066PMi3SVMUq0E9_mng3PKyqH-591NgJ
Monarca,Luca InmobiliariaFernando Vergara,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,26,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D038394,TheRedSearch,2026-03-13,Info: https://www.dropbox.com/sh/g4fvg2r6pfh99qv/AAD_9zMc7GHdWASgIB-e1QCJa?dl=0
Mondo lotes,Dreambuilt Luxury Real EstatePaco Reyna,Tulum,Quintana Roo,Selva Zama,Residencial,Departamentos,,6,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D030126,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1nWQjOKB_8wk-kQmZwhJ2yvJu_v8UyxAa
Montenia,Inmova CapitalFrancisco  Hernandez,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,40,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D043634,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QnG7acPv8YXGybZrr0D86G93RBP7JUny
Morera,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D036431,TheRedSearch,2026-03-13,Info: https://bit.ly/3o07GBA
Morera Casas,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,2,"Jul, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D039791,TheRedSearch,2026-03-13,Info: https://bit.ly/3o07GBA
Msignatures (pitaya place 3),Elements Real Estate GroupMatt Ashby,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,10,,Preventa,https://theredsearch.com/listings/?codigo=CU155D044127,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1LOvnlZcnzjoX22gl2Z2YstYdXBXUTLQu
Mukta,Play InvestmentsNestor Marcote,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,62,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D028482,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QFLy81duOeC8YLjTTER_eXL2-pjiVV2k
Mukta 369,Play InvestmentsNestor Marcote,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,14,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D039235,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1VPftfWyUt8xZxlRxeZYddpTF0DuEI3nU
Muretto,Calume,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,10,"Jan, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D039132,TheRedSearch,2026-03-13,Info: https://www.dropbox.com/sh/wqoonz8cndxxn3n/AAApJA3SmLikPpfiFmz3zWf8a?dl=0
Musa del Puerto,Tsalach Real Estate,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,55,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D037871,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1RnVEP2zTAlI9HiBnd8B6gptXDryxk64i
Muunek Tulum,Land BoutiqueMarina De la Vega,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,3,"Feb, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D032582,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1OvkYhVPcR3dL_eVrYiti_in6cN5Yqcqj
Muven,ACS Bienes RaicesKarina Gomez,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,2,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D035354,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1d5YWJ2rlwbW7BnQM-YWR2gwbfCzg_WHC
Muwan,Fav Livingjaime Farill,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,5,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029456,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/10EAbREwkYFb2jFEnuEq35tbvpGE1n__3
Mya Diamond 64,MYA Investment GroupAlejandro Valdes,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,9,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D036985,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1KQfq7OG9VbqghPEDFGU74UaPgk9taudH
Mya Suites 50st,MYA Investment GroupAlejandro Valdes,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,19,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D036978,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1CdGYKVvz9TDjz1Fw366MpvOCtC3lBX3a
Nader 9,Evalor,Cancún,Quintana Roo,Cancun DowntownCancun,Residencial,Departamentos,,6,"Feb, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D028525,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1PWWUa7niFcOkRpdYgCGLIXd-JfAPPxyO?usp=drive_link
Nahal akumal,Activo InmobiliarioOscar Gallardo,,,Sta TeresitaAkumal,Residencial,Departamentos,,31,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D056019,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13tyqFjITgfPgyf5pJ37LEGraS4ve5har
Nahla,195 RE BY RAUL ALBERTICristina Leon,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,2,"Feb, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D051947,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1WOyhhGuWR8UG5df4p2rBmkO-xx77RjOO
Naia Naay,Grupo NaiaBrian Corona,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,2,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D034134,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17c_B5Z38UcGC_dV-xezIsotSkPGGncjO
Naia Tulum,Grupo NaiaBrian Corona,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,6,"May, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D029185,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/19T_82iuS0kMl3rrPQQzsTZKOJqeZf7uf
Naia Uhm,Grupo NaiaBrian Corona,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,28,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043923,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1xt5KDRtwHI0kMTwrh2w5chk303-TmPDr
Najau,Teca desarrollosDaniel Sosa,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,52,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D043258,TheRedSearch,2026-03-13,Info: https://app.adaracrm.com/empresa/tecadesarrollos/cotizador/najau/tickets?iframe=true&vendedor=NDEzOA%3D%3D%27
Nala Cozumel,Nala CozumelRodrigo Hernandez,,,COZ Zona Hotelera SurCozumel,Residencial,Departamentos,,4,"May, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D032046,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ds5s5X6nozPVx2EtaF9XxPCU4vlGDKte
Nalu Sanctuary,Circle Realty GroupDiego Brunello,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,8,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D048636,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1U9d2o-gKvpvqiMqJ_PVmqpZ8Sz6dORFj
Nalu Sea Living,IRiviera Maya Luxury Real EstateDenisse Garciagarza,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,17,"Oct, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D048560,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1nXkdhQ--lV6ONMbFkBJS-GB3XGkZ0H9L
Namas,Namas TulumRodrigo Zavala,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,4,"Oct, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028578,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Ln7E5L-aqsu84w7gCimKooliyuc5HQMu
Naomi Beach,The Agency Riviera MayaBrenda Carranza,Playa del Carmen,Quintana Roo,Zona Diamante,Residencial,Departamentos,,8,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D028626,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1eQcHlCwwF38zcNVo5VebLCVeVC92ByUZ
Naomi Selva,The Agency Riviera MayaBrenda Carranza,Playa del Carmen,Quintana Roo,Zona Diamante,Residencial,Departamentos,,45,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D021493,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1ShJIHwEGXzl1DquoNST14B8bZb9f1HNg
Narai,Raise Group Real EstateMayanin Franco,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,25,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D036988,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1XIUcGKj5bCTk7QGVjj4Wjbu_d9_Qy0H6
Natal Tulum,Simcamartin barroso,Tulum,Quintana Roo,Veleta,Residencial,Departamentos,,6,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029085,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1CX-qEyXVi_RqmRoeFl-Tq0sVNfKEUtrw
Nativa,Caribbean Real EstateLeslie Suasteayala,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,216,"Aug, 2029",Preventa,https://theredsearch.com/listings/?codigo=CU155D050948,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1hnipXsvGAeczdg_ebOoPCf5m-zuOv9r9
Nativa Tulum,Nativa TulumFelipe Solar Luksic,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,26,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029098,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/19o9MHyFV1V3B1gvZcOEPTOFoFpRpBNRy
